Input voltage [V]    Input voltage [V]     Output Voltage [V]    Maximum error [V]   Maximum error [V]   Maximum error [V]
  Wavetek 9100        Agilent 34410A         Agilent 3458A         Wavetek 9100       Agilent 34410A      Agilent 3458A 
160.35000000        160.35012700             9.963236e-01          9.937500e-02       3.212101e-01        2.697427e-04
160.37500000        160.37551500             9.964806e-01          9.938750e-02       3.212253e-01        2.697536e-04
160.40000000        160.40123500             9.966340e-01          9.940000e-02       3.212407e-01        2.697644e-04
160.42500000        160.42609000             9.967867e-01          9.941250e-02       3.212557e-01        2.697751e-04
160.45000000        160.45162000             9.969652e-01          9.942500e-02       3.212710e-01        2.697876e-04
160.47500000        160.47555600             9.970899e-01          9.943750e-02       3.212853e-01        2.697963e-04
160.50000000        160.49961600             9.972638e-01          9.945000e-02       3.212998e-01        2.698085e-04
160.52500000        160.52440000             9.974270e-01          9.946250e-02       3.213146e-01        2.698199e-04
160.55000000        160.55205000             9.975833e-01          9.947500e-02       3.213312e-01        2.698308e-04
160.57500000        160.57826900             9.977327e-01          9.948750e-02       3.213470e-01        2.698413e-04
160.60000000        160.60228700             9.978847e-01          9.950000e-02       3.213614e-01        2.698519e-04
160.62500000        160.62814100             9.979969e-01          9.951250e-02       3.213769e-01        2.698598e-04
160.65000000        160.65102300             9.981874e-01          9.952500e-02       3.213906e-01        2.698731e-04
160.67500000        160.67653900             9.983487e-01          9.953750e-02       3.214059e-01        2.698844e-04
160.70000000        160.70152200             9.984973e-01          9.955000e-02       3.214209e-01        2.698948e-04
160.72500000        160.72774400             9.986797e-01          9.956250e-02       3.214366e-01        2.699076e-04
160.75000000        160.75182100             9.988046e-01          9.957500e-02       3.214511e-01        2.699163e-04
160.77500000        160.77653900             9.989819e-01          9.958750e-02       3.214659e-01        2.699287e-04
160.80000000        160.80135600             9.991133e-01          9.960000e-02       3.214808e-01        2.699379e-04
160.82500000        160.82461600             9.992534e-01          9.961250e-02       3.214948e-01        2.699477e-04
160.85000000        160.85009800             9.994207e-01          9.962500e-02       3.215101e-01        2.699595e-04
160.87500000        160.87536900             9.995627e-01          9.963750e-02       3.215252e-01        2.699694e-04
160.90000000        160.90144100             9.997743e-01          9.965000e-02       3.215409e-01        2.699842e-04
160.92500000        160.92692200             9.998698e-01          9.966250e-02       3.215562e-01        2.699909e-04
160.95000000        160.95196500             1.000079e+00          9.967500e-02       3.215712e-01        2.700055e-04
160.97500000        160.97683900             1.000190e+00          9.968750e-02       3.215861e-01        2.700133e-04
161.00000000        161.00045900             1.000354e+00          9.970000e-02       3.216003e-01        2.700247e-04
161.02500000        161.02497100             1.000515e+00          9.971250e-02       3.216150e-01        2.700360e-04
161.05000000        161.05081100             1.000644e+00          9.972500e-02       3.216305e-01        2.700451e-04
161.07500000        161.07518400             1.000804e+00          9.973750e-02       3.216451e-01        2.700563e-04
161.10000000        161.09960100             1.000959e+00          9.975000e-02       3.216598e-01        2.700671e-04
161.12500000        161.12400700             1.001127e+00          9.976250e-02       3.216744e-01        2.700789e-04
161.15000000        161.14919100             1.001255e+00          9.977500e-02       3.216895e-01        2.700879e-04
161.17500000        161.17375300             1.001419e+00          9.978750e-02       3.217043e-01        2.700993e-04
161.20000000        161.19850400             1.001577e+00          9.980000e-02       3.217191e-01        2.701104e-04
161.22500000        161.22439600             1.001742e+00          9.981250e-02       3.217346e-01        2.701219e-04
161.25000000        161.25056700             1.001915e+00          9.982500e-02       3.217503e-01        2.701340e-04
161.27500000        161.27524000             1.002068e+00          9.983750e-02       3.217651e-01        2.701448e-04
161.30000000        161.29970800             1.002226e+00          9.985000e-02       3.217798e-01        2.701558e-04
161.32500000        161.32541000             1.002380e+00          9.986250e-02       3.217952e-01        2.701666e-04
161.35000000        161.34983700             1.002543e+00          9.987500e-02       3.218099e-01        2.701780e-04
161.37500000        161.37533200             1.002668e+00          9.988750e-02       3.218252e-01        2.701868e-04
161.40000000        161.39899200             1.002830e+00          9.990000e-02       3.218394e-01        2.701981e-04
161.42500000        161.42639500             1.002973e+00          9.991250e-02       3.218558e-01        2.702081e-04
161.45000000        161.45210600             1.003179e+00          9.992500e-02       3.218713e-01        2.702225e-04
161.47500000        161.47685300             1.003297e+00          9.993750e-02       3.218861e-01        2.702308e-04
161.50000000        161.50197700             1.003459e+00          9.995000e-02       3.219012e-01        2.702421e-04
161.52500000        161.52687700             1.003608e+00          9.996250e-02       3.219161e-01        2.702525e-04
161.55000000        161.55138500             1.003768e+00          9.997500e-02       3.219308e-01        2.702638e-04
161.57500000        161.57744700             1.003915e+00          9.998750e-02       3.219465e-01        2.702740e-04
161.60000000        161.60077300             1.004068e+00          1.000000e-01       3.219605e-01        2.702847e-04
161.62500000        161.62708200             1.004239e+00          1.000125e-01       3.219762e-01        2.702968e-04
161.65000000        161.65143600             1.004398e+00          1.000250e-01       3.219909e-01        2.703079e-04
161.67500000        161.67677300             1.004547e+00          1.000375e-01       3.220061e-01        2.703183e-04
161.70000000        161.69994700             1.004735e+00          1.000500e-01       3.220200e-01        2.703314e-04
161.72500000        161.72638100             1.004880e+00          1.000625e-01       3.220358e-01        2.703416e-04
161.75000000        161.75123100             1.005016e+00          1.000750e-01       3.220507e-01        2.703511e-04
161.77500000        161.77451000             1.005193e+00          1.000875e-01       3.220647e-01        2.703635e-04
161.80000000        161.79952400             1.005321e+00          1.001000e-01       3.220797e-01        2.703725e-04
161.82500000        161.82450300             1.005461e+00          1.001125e-01       3.220947e-01        2.703823e-04
161.85000000        161.85114600             1.005625e+00          1.001250e-01       3.221107e-01        2.703937e-04
161.87500000        161.87682500             1.005781e+00          1.001375e-01       3.221261e-01        2.704046e-04
161.90000000        161.90174400             1.005946e+00          1.001500e-01       3.221410e-01        2.704162e-04
161.92500000        161.92625000             1.006115e+00          1.001625e-01       3.221558e-01        2.704280e-04
161.95000000        161.95147700             1.006251e+00          1.001750e-01       3.221709e-01        2.704376e-04
161.97500000        161.97572900             1.006422e+00          1.001875e-01       3.221854e-01        2.704495e-04
162.00000000        162.00168700             1.006577e+00          1.002000e-01       3.222010e-01        2.704604e-04
162.02500000        162.02671200             1.006726e+00          1.002125e-01       3.222160e-01        2.704708e-04
162.05000000        162.05152500             1.006877e+00          1.002250e-01       3.222309e-01        2.704814e-04
162.07500000        162.07760700             1.007032e+00          1.002375e-01       3.222466e-01        2.704922e-04
162.10000000        162.10284400             1.007187e+00          1.002500e-01       3.222617e-01        2.705031e-04
162.12500000        162.12761400             1.007326e+00          1.002625e-01       3.222766e-01        2.705128e-04
162.15000000        162.15156600             1.007510e+00          1.002750e-01       3.222909e-01        2.705257e-04
162.17500000        162.17712200             1.007636e+00          1.002875e-01       3.223063e-01        2.705345e-04
162.20000000        162.19979300             1.007823e+00          1.003000e-01       3.223199e-01        2.705476e-04
162.22500000        162.22534300             1.007967e+00          1.003125e-01       3.223352e-01        2.705577e-04
162.25000000        162.24994600             1.008092e+00          1.003250e-01       3.223500e-01        2.705664e-04
162.27500000        162.27250800             1.008256e+00          1.003375e-01       3.223635e-01        2.705780e-04
162.30000000        162.29716400             1.008392e+00          1.003500e-01       3.223783e-01        2.705875e-04
162.32500000        162.32249300             1.008568e+00          1.003625e-01       3.223935e-01        2.705997e-04
162.35000000        162.34656300             1.008708e+00          1.003750e-01       3.224079e-01        2.706096e-04
162.37500000        162.37595500             1.008873e+00          1.003875e-01       3.224256e-01        2.706211e-04
162.40000000        162.40014600             1.009044e+00          1.004000e-01       3.224401e-01        2.706331e-04
162.42500000        162.42563400             1.009201e+00          1.004125e-01       3.224554e-01        2.706441e-04
162.45000000        162.45209900             1.009308e+00          1.004250e-01       3.224713e-01        2.706516e-04
162.47500000        162.47538400             1.009513e+00          1.004375e-01       3.224852e-01        2.706659e-04
162.50000000        162.50022000             1.009666e+00          1.004500e-01       3.225001e-01        2.706766e-04
162.52500000        162.52671200             1.009824e+00          1.004625e-01       3.225160e-01        2.706877e-04
162.55000000        162.55110700             1.009978e+00          1.004750e-01       3.225307e-01        2.706985e-04
162.57500000        162.57493000             1.010124e+00          1.004875e-01       3.225450e-01        2.707087e-04
162.60000000        162.60153900             1.010295e+00          1.005000e-01       3.225609e-01        2.707206e-04
162.62500000        162.62729300             1.010448e+00          1.005125e-01       3.225764e-01        2.707314e-04
162.65000000        162.65172900             1.010583e+00          1.005250e-01       3.225910e-01        2.707408e-04
162.67500000        162.67680700             1.010771e+00          1.005375e-01       3.226061e-01        2.707539e-04
162.70000000        162.70265600             1.010909e+00          1.005500e-01       3.226216e-01        2.707636e-04
162.72500000        162.72498200             1.011059e+00          1.005625e-01       3.226350e-01        2.707741e-04
162.75000000        162.75040600             1.011207e+00          1.005750e-01       3.226502e-01        2.707845e-04
162.77500000        162.77555000             1.011364e+00          1.005875e-01       3.226653e-01        2.707955e-04
162.80000000        162.80282300             1.011538e+00          1.006000e-01       3.226817e-01        2.708076e-04
162.82500000        162.82715000             1.011680e+00          1.006125e-01       3.226963e-01        2.708176e-04
162.85000000        162.85345000             1.011869e+00          1.006250e-01       3.227121e-01        2.708308e-04
162.87500000        162.87893400             1.012008e+00          1.006375e-01       3.227274e-01        2.708406e-04
162.90000000        162.90431200             1.012152e+00          1.006500e-01       3.227426e-01        2.708507e-04
162.92500000        162.92774400             1.012301e+00          1.006625e-01       3.227566e-01        2.708611e-04
162.95000000        162.95262700             1.012435e+00          1.006750e-01       3.227716e-01        2.708704e-04
162.97500000        162.97696400             1.012624e+00          1.006875e-01       3.227862e-01        2.708837e-04
163.00000000        163.00245000             1.012778e+00          1.007000e-01       3.228015e-01        2.708945e-04
163.02500000        163.02693100             1.012914e+00          1.007125e-01       3.228162e-01        2.709040e-04
163.05000000        163.05136600             1.013069e+00          1.007250e-01       3.228308e-01        2.709148e-04
163.07500000        163.07497200             1.013204e+00          1.007375e-01       3.228450e-01        2.709243e-04
163.10000000        163.10014600             1.013380e+00          1.007500e-01       3.228601e-01        2.709366e-04
163.12500000        163.12660400             1.013557e+00          1.007625e-01       3.228760e-01        2.709490e-04
163.15000000        163.15246100             1.013699e+00          1.007750e-01       3.228915e-01        2.709589e-04
163.17500000        163.17701400             1.013842e+00          1.007875e-01       3.229062e-01        2.709689e-04
163.20000000        163.20294400             1.014041e+00          1.008000e-01       3.229218e-01        2.709829e-04
163.22500000        163.22792600             1.014188e+00          1.008125e-01       3.229368e-01        2.709932e-04
163.25000000        163.25456600             1.014339e+00          1.008250e-01       3.229527e-01        2.710037e-04
163.27500000        163.27782400             1.014513e+00          1.008375e-01       3.229667e-01        2.710159e-04
163.30000000        163.30296100             1.014635e+00          1.008500e-01       3.229818e-01        2.710245e-04
163.32500000        163.32698600             1.014776e+00          1.008625e-01       3.229962e-01        2.710343e-04
163.35000000        163.35074500             1.014948e+00          1.008750e-01       3.230104e-01        2.710464e-04
163.37500000        163.37575500             1.015104e+00          1.008875e-01       3.230255e-01        2.710573e-04
163.40000000        163.40247700             1.015271e+00          1.009000e-01       3.230415e-01        2.710689e-04
163.42500000        163.42704400             1.015408e+00          1.009125e-01       3.230562e-01        2.710786e-04
163.45000000        163.45239300             1.015590e+00          1.009250e-01       3.230714e-01        2.710913e-04
163.47500000        163.47661800             1.015713e+00          1.009375e-01       3.230860e-01        2.710999e-04
163.50000000        163.50115900             1.015859e+00          1.009500e-01       3.231007e-01        2.711102e-04
163.52500000        163.52546600             1.016030e+00          1.009625e-01       3.231153e-01        2.711221e-04
163.55000000        163.55142000             1.016191e+00          1.009750e-01       3.231309e-01        2.711334e-04
163.57500000        163.57497300             1.016313e+00          1.009875e-01       3.231450e-01        2.711419e-04
163.60000000        163.60028100             1.016490e+00          1.010000e-01       3.231602e-01        2.711543e-04
163.62500000        163.62482600             1.016648e+00          1.010125e-01       3.231749e-01        2.711653e-04
163.65000000        163.65020000             1.016799e+00          1.010250e-01       3.231901e-01        2.711759e-04
163.67500000        163.67613200             1.016950e+00          1.010375e-01       3.232057e-01        2.711865e-04
163.70000000        163.70033500             1.017107e+00          1.010500e-01       3.232202e-01        2.711975e-04
163.72500000        163.72614000             1.017259e+00          1.010625e-01       3.232357e-01        2.712081e-04
163.75000000        163.75104000             1.017444e+00          1.010750e-01       3.232506e-01        2.712211e-04
163.77500000        163.77637200             1.017591e+00          1.010875e-01       3.232658e-01        2.712314e-04
163.80000000        163.80116000             1.017748e+00          1.011000e-01       3.232807e-01        2.712424e-04
163.82500000        163.82750000             1.017897e+00          1.011125e-01       3.232965e-01        2.712528e-04
163.85000000        163.85294100             1.018059e+00          1.011250e-01       3.233118e-01        2.712641e-04
163.87500000        163.87764000             1.018209e+00          1.011375e-01       3.233266e-01        2.712747e-04
163.90000000        163.90188800             1.018375e+00          1.011500e-01       3.233411e-01        2.712862e-04
163.92500000        163.92632100             1.018504e+00          1.011625e-01       3.233558e-01        2.712953e-04
163.95000000        163.95147600             1.018676e+00          1.011750e-01       3.233709e-01        2.713073e-04
163.97500000        163.97506600             1.018815e+00          1.011875e-01       3.233850e-01        2.713170e-04
164.00000000        164.00059600             1.018977e+00          1.012000e-01       3.234004e-01        2.713284e-04
164.02500000        164.02521500             1.019126e+00          1.012125e-01       3.234151e-01        2.713388e-04
164.05000000        164.05107300             1.019295e+00          1.012250e-01       3.234306e-01        2.713507e-04
164.07500000        164.07583800             1.019432e+00          1.012375e-01       3.234455e-01        2.713603e-04
164.10000000        164.09993200             1.019602e+00          1.012500e-01       3.234600e-01        2.713721e-04
164.12500000        164.12491800             1.019743e+00          1.012625e-01       3.234750e-01        2.713820e-04
164.15000000        164.15125300             1.019905e+00          1.012750e-01       3.234908e-01        2.713934e-04
164.17500000        164.17891100             1.020074e+00          1.012875e-01       3.235073e-01        2.714052e-04
164.20000000        164.20394600             1.020240e+00          1.013000e-01       3.235224e-01        2.714168e-04
164.22500000        164.22905700             1.020365e+00          1.013125e-01       3.235374e-01        2.714256e-04
164.25000000        164.25434000             1.020525e+00          1.013250e-01       3.235526e-01        2.714368e-04
164.27500000        164.27594300             1.020678e+00          1.013375e-01       3.235656e-01        2.714474e-04
164.30000000        164.29971900             1.020797e+00          1.013500e-01       3.235798e-01        2.714558e-04
164.32500000        164.32557500             1.020984e+00          1.013625e-01       3.235953e-01        2.714689e-04
164.35000000        164.35100900             1.021163e+00          1.013750e-01       3.236106e-01        2.714814e-04
164.37500000        164.37512000             1.021322e+00          1.013875e-01       3.236251e-01        2.714925e-04
164.40000000        164.40129200             1.021444e+00          1.014000e-01       3.236408e-01        2.715011e-04
164.42500000        164.42571500             1.021617e+00          1.014125e-01       3.236554e-01        2.715132e-04
164.45000000        164.45200600             1.021795e+00          1.014250e-01       3.236712e-01        2.715256e-04
164.47500000        164.47786300             1.021934e+00          1.014375e-01       3.236867e-01        2.715354e-04
164.50000000        164.50257300             1.022091e+00          1.014500e-01       3.237015e-01        2.715464e-04
164.52500000        164.52620200             1.022227e+00          1.014625e-01       3.237157e-01        2.715559e-04
164.55000000        164.55171400             1.022409e+00          1.014750e-01       3.237310e-01        2.715686e-04
164.57500000        164.57648300             1.022552e+00          1.014875e-01       3.237459e-01        2.715787e-04
164.60000000        164.60218900             1.022719e+00          1.015000e-01       3.237613e-01        2.715903e-04
164.62500000        164.62653500             1.022884e+00          1.015125e-01       3.237759e-01        2.716018e-04
164.65000000        164.65197900             1.023014e+00          1.015250e-01       3.237912e-01        2.716110e-04
164.67500000        164.67686200             1.023197e+00          1.015375e-01       3.238061e-01        2.716238e-04
164.70000000        164.70146000             1.023353e+00          1.015500e-01       3.238209e-01        2.716347e-04
164.72500000        164.72613000             1.023469e+00          1.015625e-01       3.238357e-01        2.716428e-04
164.75000000        164.75188900             1.023640e+00          1.015750e-01       3.238511e-01        2.716548e-04
164.77500000        164.77518100             1.023779e+00          1.015875e-01       3.238651e-01        2.716645e-04
164.80000000        164.79976400             1.023918e+00          1.016000e-01       3.238799e-01        2.716743e-04
164.82500000        164.82583100             1.024073e+00          1.016125e-01       3.238955e-01        2.716851e-04
164.85000000        164.85024100             1.024252e+00          1.016250e-01       3.239101e-01        2.716976e-04
164.87500000        164.87567200             1.024397e+00          1.016375e-01       3.239254e-01        2.717078e-04
164.90000000        164.90129300             1.024564e+00          1.016500e-01       3.239408e-01        2.717195e-04
164.92500000        164.92567300             1.024747e+00          1.016625e-01       3.239554e-01        2.717323e-04
164.95000000        164.94998800             1.024893e+00          1.016750e-01       3.239700e-01        2.717425e-04
164.97500000        164.97667100             1.025059e+00          1.016875e-01       3.239860e-01        2.717541e-04
165.00000000        165.00031900             1.025186e+00          1.017000e-01       3.240002e-01        2.717630e-04
165.02500000        165.02588600             1.025326e+00          1.017125e-01       3.240155e-01        2.717728e-04
165.05000000        165.04982400             1.025518e+00          1.017250e-01       3.240299e-01        2.717863e-04
165.07500000        165.07533900             1.025658e+00          1.017375e-01       3.240452e-01        2.717961e-04
165.10000000        165.10131400             1.025833e+00          1.017500e-01       3.240608e-01        2.718083e-04
165.12500000        165.12497000             1.025967e+00          1.017625e-01       3.240750e-01        2.718177e-04
165.15000000        165.14955100             1.026114e+00          1.017750e-01       3.240897e-01        2.718280e-04
165.17500000        165.17353300             1.026281e+00          1.017875e-01       3.241041e-01        2.718397e-04
165.20000000        165.19971600             1.026446e+00          1.018000e-01       3.241198e-01        2.718512e-04
165.22500000        165.22569100             1.026597e+00          1.018125e-01       3.241354e-01        2.718618e-04
165.25000000        165.25137100             1.026740e+00          1.018250e-01       3.241508e-01        2.718718e-04
165.27500000        165.27502800             1.026905e+00          1.018375e-01       3.241650e-01        2.718833e-04
165.30000000        165.30131700             1.027070e+00          1.018500e-01       3.241808e-01        2.718949e-04
165.32500000        165.32515500             1.027197e+00          1.018625e-01       3.241951e-01        2.719038e-04
165.35000000        165.35157800             1.027374e+00          1.018750e-01       3.242109e-01        2.719162e-04
165.37500000        165.37457800             1.027479e+00          1.018875e-01       3.242247e-01        2.719235e-04
165.40000000        165.40068700             1.027673e+00          1.019000e-01       3.242404e-01        2.719371e-04
165.42500000        165.42535300             1.027827e+00          1.019125e-01       3.242552e-01        2.719479e-04
165.45000000        165.45099700             1.027996e+00          1.019250e-01       3.242706e-01        2.719597e-04
165.47500000        165.47707600             1.028145e+00          1.019375e-01       3.242862e-01        2.719701e-04
165.50000000        165.50151500             1.028311e+00          1.019500e-01       3.243009e-01        2.719818e-04
165.52500000        165.52663500             1.028449e+00          1.019625e-01       3.243160e-01        2.719915e-04
165.55000000        165.55173500             1.028628e+00          1.019750e-01       3.243310e-01        2.720040e-04
165.57500000        165.57711700             1.028768e+00          1.019875e-01       3.243463e-01        2.720138e-04
165.60000000        165.60283100             1.028930e+00          1.020000e-01       3.243617e-01        2.720251e-04
165.62500000        165.62749800             1.029086e+00          1.020125e-01       3.243765e-01        2.720360e-04
165.65000000        165.65077100             1.029215e+00          1.020250e-01       3.243905e-01        2.720450e-04
165.67500000        165.67641700             1.029380e+00          1.020375e-01       3.244059e-01        2.720566e-04
165.70000000        165.70139800             1.029543e+00          1.020500e-01       3.244208e-01        2.720680e-04
165.72500000        165.72513900             1.029691e+00          1.020625e-01       3.244351e-01        2.720784e-04
165.75000000        165.75041500             1.029795e+00          1.020750e-01       3.244502e-01        2.720856e-04
165.77500000        165.77473800             1.029997e+00          1.020875e-01       3.244648e-01        2.720998e-04
165.80000000        165.79968100             1.030166e+00          1.021000e-01       3.244798e-01        2.721116e-04
165.82500000        165.82607300             1.030313e+00          1.021125e-01       3.244956e-01        2.721219e-04
165.85000000        165.85284500             1.030494e+00          1.021250e-01       3.245117e-01        2.721346e-04
165.87500000        165.87762300             1.030623e+00          1.021375e-01       3.245266e-01        2.721436e-04
165.90000000        165.90199000             1.030787e+00          1.021500e-01       3.245412e-01        2.721551e-04
165.92500000        165.92708100             1.030937e+00          1.021625e-01       3.245562e-01        2.721656e-04
165.95000000        165.95117800             1.031082e+00          1.021750e-01       3.245707e-01        2.721757e-04
165.97500000        165.97724900             1.031232e+00          1.021875e-01       3.245863e-01        2.721862e-04
166.00000000        166.00082800             1.031399e+00          1.022000e-01       3.246005e-01        2.721979e-04
166.02500000        166.02632200             1.031557e+00          1.022125e-01       3.246158e-01        2.722090e-04
166.05000000        166.05075200             1.031703e+00          1.022250e-01       3.246305e-01        2.722192e-04
166.07500000        166.07634000             1.031855e+00          1.022375e-01       3.246458e-01        2.722298e-04
166.10000000        166.10038400             1.032030e+00          1.022500e-01       3.246602e-01        2.722421e-04
166.12500000        166.12483100             1.032162e+00          1.022625e-01       3.246749e-01        2.722513e-04
166.15000000        166.15080000             1.032347e+00          1.022750e-01       3.246905e-01        2.722643e-04
166.17500000        166.17731100             1.032523e+00          1.022875e-01       3.247064e-01        2.722766e-04
166.20000000        166.20232100             1.032645e+00          1.023000e-01       3.247214e-01        2.722852e-04
166.22500000        166.22674700             1.032821e+00          1.023125e-01       3.247360e-01        2.722975e-04
166.25000000        166.25029300             1.032928e+00          1.023250e-01       3.247502e-01        2.723050e-04
166.27500000        166.27537700             1.033107e+00          1.023375e-01       3.247652e-01        2.723175e-04
166.30000000        166.30052400             1.033270e+00          1.023500e-01       3.247803e-01        2.723289e-04
166.32500000        166.32747800             1.033435e+00          1.023625e-01       3.247965e-01        2.723405e-04
166.35000000        166.35251400             1.033578e+00          1.023750e-01       3.248115e-01        2.723504e-04
166.37500000        166.37750000             1.033775e+00          1.023875e-01       3.248265e-01        2.723643e-04
166.40000000        166.40225600             1.033880e+00          1.024000e-01       3.248414e-01        2.723716e-04
166.42500000        166.42402600             1.034010e+00          1.024125e-01       3.248544e-01        2.723807e-04
166.45000000        166.44996200             1.034197e+00          1.024250e-01       3.248700e-01        2.723938e-04
166.47500000        166.47455300             1.034332e+00          1.024375e-01       3.248847e-01        2.724032e-04
166.50000000        166.50128400             1.034518e+00          1.024500e-01       3.249008e-01        2.724163e-04
166.52500000        166.52505200             1.034645e+00          1.024625e-01       3.249150e-01        2.724252e-04
166.55000000        166.54992500             1.034793e+00          1.024750e-01       3.249300e-01        2.724355e-04
166.57500000        166.57510600             1.034947e+00          1.024875e-01       3.249451e-01        2.724463e-04
166.60000000        166.59749000             1.035111e+00          1.025000e-01       3.249585e-01        2.724578e-04
166.62500000        166.62249900             1.035248e+00          1.025125e-01       3.249735e-01        2.724673e-04
166.65000000        166.64830600             1.035451e+00          1.025250e-01       3.249890e-01        2.724816e-04
166.67500000        166.67599400             1.035601e+00          1.025375e-01       3.250056e-01        2.724921e-04
166.70000000        166.69928400             1.035719e+00          1.025500e-01       3.250196e-01        2.725004e-04
166.72500000        166.72440600             1.035880e+00          1.025625e-01       3.250346e-01        2.725116e-04
166.75000000        166.74972900             1.036081e+00          1.025750e-01       3.250498e-01        2.725256e-04
166.77500000        166.77471000             1.036208e+00          1.025875e-01       3.250648e-01        2.725346e-04
166.80000000        166.80071000             1.036349e+00          1.026000e-01       3.250804e-01        2.725445e-04
166.82500000        166.82532600             1.036514e+00          1.026125e-01       3.250952e-01        2.725560e-04
166.85000000        166.85105300             1.036678e+00          1.026250e-01       3.251106e-01        2.725675e-04
166.87500000        166.87603900             1.036829e+00          1.026375e-01       3.251256e-01        2.725780e-04
166.90000000        166.90056800             1.037004e+00          1.026500e-01       3.251403e-01        2.725903e-04
166.92500000        166.92516700             1.037147e+00          1.026625e-01       3.251551e-01        2.726003e-04
166.95000000        166.95088900             1.037288e+00          1.026750e-01       3.251705e-01        2.726102e-04
166.97500000        166.97603500             1.037459e+00          1.026875e-01       3.251856e-01        2.726221e-04
167.00000000        167.00018500             1.037592e+00          1.027000e-01       3.252001e-01        2.726315e-04
167.02500000        167.02519100             1.037767e+00          1.027125e-01       3.252151e-01        2.726437e-04
167.05000000        167.05130600             1.037944e+00          1.027250e-01       3.252308e-01        2.726560e-04
167.07500000        167.07589700             1.038081e+00          1.027375e-01       3.252455e-01        2.726657e-04
167.10000000        167.09994600             1.038236e+00          1.027500e-01       3.252600e-01        2.726765e-04
167.12500000        167.12496000             1.038396e+00          1.027625e-01       3.252750e-01        2.726878e-04
167.15000000        167.14965900             1.038521e+00          1.027750e-01       3.252898e-01        2.726965e-04
167.17500000        167.17512800             1.038664e+00          1.027875e-01       3.253051e-01        2.727065e-04
167.20000000        167.20108200             1.038835e+00          1.028000e-01       3.253206e-01        2.727184e-04
167.22500000        167.22623200             1.039026e+00          1.028125e-01       3.253357e-01        2.727318e-04
167.25000000        167.25073500             1.039167e+00          1.028250e-01       3.253504e-01        2.727417e-04
167.27500000        167.27758100             1.039339e+00          1.028375e-01       3.253665e-01        2.727537e-04
167.30000000        167.30237300             1.039450e+00          1.028500e-01       3.253814e-01        2.727615e-04
167.32500000        167.32642800             1.039590e+00          1.028625e-01       3.253959e-01        2.727713e-04
167.35000000        167.35144200             1.039803e+00          1.028750e-01       3.254109e-01        2.727862e-04
167.37500000        167.37495600             1.039907e+00          1.028875e-01       3.254250e-01        2.727935e-04
167.40000000        167.39931400             1.040110e+00          1.029000e-01       3.254396e-01        2.728077e-04
167.42500000        167.42447000             1.040268e+00          1.029125e-01       3.254547e-01        2.728188e-04
167.45000000        167.44969300             1.040443e+00          1.029250e-01       3.254698e-01        2.728310e-04
167.47500000        167.47444200             1.040553e+00          1.029375e-01       3.254847e-01        2.728387e-04
167.50000000        167.50001000             1.040715e+00          1.029500e-01       3.255000e-01        2.728500e-04
167.52500000        167.52434200             1.040902e+00          1.029625e-01       3.255146e-01        2.728632e-04
167.55000000        167.55159000             1.041047e+00          1.029750e-01       3.255310e-01        2.728733e-04
167.57500000        167.57675700             1.041144e+00          1.029875e-01       3.255461e-01        2.728801e-04
167.60000000        167.60233900             1.041334e+00          1.030000e-01       3.255614e-01        2.728934e-04
167.62500000        167.62465800             1.041470e+00          1.030125e-01       3.255748e-01        2.729029e-04
167.65000000        167.64946300             1.041665e+00          1.030250e-01       3.255897e-01        2.729166e-04
167.67500000        167.67365000             1.041786e+00          1.030375e-01       3.256042e-01        2.729250e-04
167.70000000        167.69963500             1.041939e+00          1.030500e-01       3.256198e-01        2.729357e-04
167.72500000        167.72462800             1.042108e+00          1.030625e-01       3.256348e-01        2.729476e-04
167.75000000        167.75050900             1.042241e+00          1.030750e-01       3.256503e-01        2.729568e-04
167.77500000        167.77404800             1.042407e+00          1.030875e-01       3.256644e-01        2.729685e-04
167.80000000        167.80055600             1.042562e+00          1.031000e-01       3.256803e-01        2.729793e-04
167.82500000        167.82597600             1.042728e+00          1.031125e-01       3.256956e-01        2.729910e-04
167.85000000        167.85012100             1.042872e+00          1.031250e-01       3.257101e-01        2.730011e-04
167.87500000        167.87408400             1.043033e+00          1.031375e-01       3.257245e-01        2.730123e-04
167.90000000        167.89913500             1.043188e+00          1.031500e-01       3.257395e-01        2.730232e-04
167.92500000        167.92452700             1.043326e+00          1.031625e-01       3.257547e-01        2.730328e-04
167.95000000        167.94861500             1.043497e+00          1.031750e-01       3.257692e-01        2.730448e-04
167.97500000        167.97539200             1.043662e+00          1.031875e-01       3.257852e-01        2.730563e-04
168.00000000        168.00089900             1.043813e+00          1.032000e-01       3.258005e-01        2.730669e-04
168.02500000        168.02533200             1.043977e+00          1.032125e-01       3.258152e-01        2.730784e-04
168.05000000        168.04902100             1.044110e+00          1.032250e-01       3.258294e-01        2.730877e-04
168.07500000        168.07432000             1.044263e+00          1.032375e-01       3.258446e-01        2.730984e-04
168.10000000        168.09882400             1.044437e+00          1.032500e-01       3.258593e-01        2.731106e-04
168.12500000        168.12319000             1.044576e+00          1.032625e-01       3.258739e-01        2.731203e-04
168.15000000        168.15134200             1.044763e+00          1.032750e-01       3.258908e-01        2.731334e-04
168.17500000        168.17521800             1.044931e+00          1.032875e-01       3.259051e-01        2.731452e-04
168.20000000        168.20027700             1.045052e+00          1.033000e-01       3.259202e-01        2.731537e-04
