Input voltage [V]    Input voltage [V]     Output Voltage [V]    Maximum error [V]   Maximum error [V]   Maximum error [V]
  Wavetek 9100        Agilent 34410A         Agilent 3458A         Wavetek 9100       Agilent 34410A      Agilent 3458A 
 11.52500000         11.52636690             7.150932e-02          6.530000e-03       3.691582e-02        7.005652e-06
 11.55000000         11.55112570             7.166163e-02          6.540000e-03       3.693068e-02        7.016314e-06
 11.57500000         11.57613700             7.181661e-02          6.550000e-03       3.694568e-02        7.027163e-06
 11.60000000         11.60131610             7.197238e-02          6.560000e-03       3.696079e-02        7.038067e-06
 11.62500000         11.62615300             7.212835e-02          6.570000e-03       3.697569e-02        7.048985e-06
 11.65000000         11.65136500             7.228253e-02          6.580000e-03       3.699082e-02        7.059777e-06
 11.67500000         11.67651470             7.244106e-02          6.590000e-03       3.700591e-02        7.070874e-06
 11.70000000         11.70141170             7.259286e-02          6.600000e-03       3.702085e-02        7.081500e-06
 11.72500000         11.72636730             7.275264e-02          6.610000e-03       3.703582e-02        7.092684e-06
 11.75000000         11.75118200             7.290342e-02          6.620000e-03       3.705071e-02        7.103239e-06
 11.77500000         11.77633560             7.306461e-02          6.630000e-03       3.706580e-02        7.114523e-06
 11.80000000         11.80125750             7.321642e-02          6.640000e-03       3.708075e-02        7.125149e-06
 11.82500000         11.82622590             7.337114e-02          6.650000e-03       3.709574e-02        7.135980e-06
 11.85000000         11.85107150             7.352977e-02          6.660000e-03       3.711064e-02        7.147084e-06
 11.87500000         11.87593200             7.368010e-02          6.670000e-03       3.712556e-02        7.157607e-06
 11.90000000         11.90109650             7.383603e-02          6.680000e-03       3.714066e-02        7.168522e-06
 11.92500000         11.92618700             7.399293e-02          6.690000e-03       3.715571e-02        7.179505e-06
 11.95000000         11.95120460             7.414465e-02          6.700000e-03       3.717072e-02        7.190125e-06
 11.97500000         11.97608240             7.430324e-02          6.710000e-03       3.718565e-02        7.201227e-06
 12.00000000         12.00100310             7.446055e-02          6.720000e-03       3.720060e-02        7.212239e-06
 12.02500000         12.02629340             7.461613e-02          6.730000e-03       3.721578e-02        7.223129e-06
 12.05000000         12.05094700             7.477038e-02          6.740000e-03       3.723057e-02        7.233926e-06
 12.07500000         12.07607340             7.492080e-02          6.750000e-03       3.724564e-02        7.244456e-06
 12.10000000         12.10099770             7.507844e-02          6.760000e-03       3.726060e-02        7.255491e-06
 12.12500000         12.12612130             7.523063e-02          6.770000e-03       3.727567e-02        7.266144e-06
 12.15000000         12.15133960             7.538804e-02          6.780000e-03       3.729080e-02        7.277163e-06
 12.17500000         12.17601080             7.554723e-02          6.790000e-03       3.730561e-02        7.288306e-06
 12.20000000         12.20123240             7.570381e-02          6.800000e-03       3.732074e-02        7.299266e-06
 12.22500000         12.22648040             7.585662e-02          6.810000e-03       3.733589e-02        7.309963e-06
 12.25000000         12.25120900             7.600787e-02          6.820000e-03       3.735073e-02        7.320551e-06
 12.27500000         12.27626480             7.616482e-02          6.830000e-03       3.736576e-02        7.331537e-06
 12.30000000         12.30113560             7.632081e-02          6.840000e-03       3.738068e-02        7.342457e-06
 12.32500000         12.32640650             7.647590e-02          6.850000e-03       3.739584e-02        7.353313e-06
 12.35000000         12.35132120             7.662903e-02          6.860000e-03       3.741079e-02        7.364032e-06
 12.37500000         12.37627870             7.678908e-02          6.870000e-03       3.742577e-02        7.375235e-06
 12.40000000         12.40125220             7.693828e-02          6.880000e-03       3.744075e-02        7.385679e-06
 12.42500000         12.42619790             7.709940e-02          6.890000e-03       3.745572e-02        7.396958e-06
 12.45000000         12.45108090             7.725357e-02          6.900000e-03       3.747065e-02        7.407750e-06
 12.47500000         12.47621520             7.741185e-02          6.910000e-03       3.748573e-02        7.418829e-06
 12.50000000         12.50133600             7.756226e-02          6.920000e-03       3.750080e-02        7.429358e-06
 12.52500000         12.52637960             7.772494e-02          6.930000e-03       3.751583e-02        7.440746e-06
 12.55000000         12.55126260             7.787317e-02          6.940000e-03       3.753076e-02        7.451122e-06
 12.57500000         12.57616270             7.802660e-02          6.950000e-03       3.754570e-02        7.461862e-06
 12.60000000         12.60115060             7.818597e-02          6.960000e-03       3.756069e-02        7.473018e-06
 12.62500000         12.62621180             7.833958e-02          6.970000e-03       3.757573e-02        7.483771e-06
 12.65000000         12.65135850             7.849431e-02          6.980000e-03       3.759082e-02        7.494601e-06
 12.67500000         12.67627660             7.865452e-02          6.990000e-03       3.760577e-02        7.505817e-06
 12.70000000         12.70114910             7.880436e-02          7.000000e-03       3.762069e-02        7.516305e-06
 12.72500000         12.72658380             7.895865e-02          7.010000e-03       3.763595e-02        7.527106e-06
 12.75000000         12.75111770             7.911321e-02          7.020000e-03       3.765067e-02        7.537925e-06
 12.77500000         12.77637950             7.927010e-02          7.030000e-03       3.766583e-02        7.548907e-06
 12.80000000         12.80123050             7.942603e-02          7.040000e-03       3.768074e-02        7.559822e-06
 12.82500000         12.82644290             7.957734e-02          7.050000e-03       3.769587e-02        7.570414e-06
 12.85000000         12.85130140             7.973658e-02          7.060000e-03       3.771078e-02        7.581561e-06
 12.87500000         12.87626600             7.988809e-02          7.070000e-03       3.772576e-02        7.592166e-06
 12.90000000         12.90144660             8.004609e-02          7.080000e-03       3.774087e-02        7.603226e-06
 12.92500000         12.92643910             8.020342e-02          7.090000e-03       3.775586e-02        7.614240e-06
 12.95000000         12.95133400             8.035578e-02          7.100000e-03       3.777080e-02        7.624904e-06
 12.97500000         12.97636420             8.051165e-02          7.110000e-03       3.778582e-02        7.635816e-06
 13.00000000         13.00139390             8.067269e-02          7.120000e-03       3.780084e-02        7.647089e-06
 13.02500000         13.02624420             8.082329e-02          7.130000e-03       3.781575e-02        7.657630e-06
 13.05000000         13.05143940             8.097782e-02          7.140000e-03       3.783086e-02        7.668447e-06
 13.07500000         13.07639310             8.113505e-02          7.150000e-03       3.784584e-02        7.679453e-06
 13.10000000         13.10128610             8.128870e-02          7.160000e-03       3.786077e-02        7.690209e-06
 13.12500000         13.12639360             8.144869e-02          7.170000e-03       3.787584e-02        7.701408e-06
 13.15000000         13.15127800             8.160402e-02          7.180000e-03       3.789077e-02        7.712282e-06
 13.17500000         13.17628290             8.175404e-02          7.190000e-03       3.790577e-02        7.722783e-06
 13.20000000         13.20127610             8.191006e-02          7.200000e-03       3.792077e-02        7.733704e-06
 13.22500000         13.22614740             8.207100e-02          7.210000e-03       3.793569e-02        7.744970e-06
 13.25000000         13.25121490             8.222149e-02          7.220000e-03       3.795073e-02        7.755504e-06
 13.27500000         13.27618280             8.237495e-02          7.230000e-03       3.796571e-02        7.766246e-06
 13.30000000         13.30146690             8.252894e-02          7.240000e-03       3.798088e-02        7.777026e-06
 13.32500000         13.32629630             8.268676e-02          7.250000e-03       3.799578e-02        7.788073e-06
 13.35000000         13.35137400             8.283514e-02          7.260000e-03       3.801082e-02        7.798460e-06
 13.37500000         13.37646370             8.299647e-02          7.270000e-03       3.802588e-02        7.809753e-06
 13.40000000         13.40122510             8.315064e-02          7.280000e-03       3.804074e-02        7.820545e-06
